tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,sets_num,tourney_month_name,tourney_month_num
2015-338,Sydney,Hard,28,A,2015-01-11,2,105062,0,Q,Mikhail Kukushkin,R,183,KAZ,27.0,66.0,705,104797,0,D,Denis Istomin,R,188,UZB,28.0,48.0,850,6-3 7-6(1),3,R32,88.0,4,2,66,32,22,22,11,2,4,3,0,63,42,32,5,10,2,5,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,3,104655,6,D,Pablo Cuevas,R,180,URU,29.0,29.0,1222,104597,0,D,Nicolas Almagro,R,183,ESP,29.0,67.0,700,7-6(5) 6-4,3,R32,95.0,12,3,73,42,35,17,11,2,2,13,1,84,56,42,13,11,4,5,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,4,105577,0,D,Vasek Pospisil,R,193,CAN,24.6,55.0,785,104312,0,D,Andreas Seppi,R,190,ITA,31.0,43.0,915,6-3 7-6(4),3,R32,72.0,10,1,66,42,35,12,11,2,3,5,1,59,34,26,13,10,3,5,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,5,105668,0,D,Jerzy Janowicz,R,203,POL,24.2,42.0,915,106401,0,D,Nick Kyrgios,R,188,AUS,20.0,50.0,830,6-1 6-7(6) 7-6(5),3,R32,122.0,14,6,113,77,64,20,16,5,5,17,1,99,66,50,22,15,2,4,3,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,6,104919,5,D,Leonardo Mayer,R,188,ARG,27.7,28.0,1299,103794,0,D,Benjamin Becker,R,178,GER,34.0,38.0,973,7-6(3) 6-2,3,R32,74.0,6,0,53,34,28,16,10,0,0,6,0,69,42,35,9,10,7,9,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,7,104871,7,D,Jeremy Chardy,R,188,FRA,27.9,31.0,1195,105023,0,D,Sam Querrey,R,198,USA,27.0,35.0,1090,6-4 6-4,3,R32,65.0,6,2,58,44,34,9,10,3,3,10,2,61,39,31,9,10,4,6,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,8,104180,0,D,Gilles Muller,L,193,LUX,31.7,45.0,890,105032,0,WC,Samuel Groth,R,188,AUS,27.0,81.0,625,3-6 6-3 7-6(6),3,R32,116.0,12,7,97,68,53,13,15,5,8,22,4,91,67,51,8,15,1,4,3,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,9,106071,0,D,Bernard Tomic,R,193,AUS,22.2,71.0,692,104997,0,Q,Igor Sijsling,R,190,NED,27.0,83.0,619,6-1 6-2,3,R32,43.0,8,0,42,34,29,4,8,0,0,2,2,41,24,14,6,7,2,6,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,10,104678,0,Q,Viktor Troicki,R,193,SRB,28.9,92.0,564,105373,8,D,Martin Klizan,L,190,SVK,26.0,34.0,1133,6-2 6-3,3,R32,48.0,8,1,42,29,28,8,9,0,0,3,2,46,30,19,6,8,1,4,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,11,104665,0,D,Pablo Andujar,R,180,ESP,29.0,40.0,950,103813,0,Q,Jarkko Nieminen,L,185,FIN,33.0,70.0,693,6-2 6-2,3,R32,71.0,1,0,56,42,27,11,8,9,9,4,2,59,39,25,3,8,7,11,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,12,104620,0,D,Simone Bolelli,R,183,ITA,29.3,51.0,827,104594,0,WC,Marinko Matosevic,R,194,AUS,29.0,80.0,628,6-3 6-2,3,R32,55.0,7,0,45,33,27,9,9,0,0,5,3,45,27,18,9,8,0,3,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,13,105223,0,WC,Juan Martin Del Potro,R,198,ARG,26.3,36.0,135,104926,1,D,Fabio Fognini,R,178,ITA,28.0,18.0,1790,4-6 6-2 6-2,3,R16,108.0,11,1,75,47,38,14,13,4,6,9,4,81,39,23,21,13,5,10,3,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,14,105062,0,Q,Mikhail Kukushkin,R,183,KAZ,27.0,66.0,705,104655,6,D,Pablo Cuevas,R,180,URU,29.0,29.0,1222,7-5 7-5,3,R16,109.0,7,1,87,51,34,22,12,6,7,6,4,82,48,35,13,12,5,8,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,15,103898,4,D,Julien Benneteau,R,185,FRA,33.1,27.0,1345,105577,0,D,Vasek Pospisil,R,193,CAN,25.0,55.0,785,7-6(3) 6-3,3,R16,91.0,5,0,62,42,34,15,11,0,0,4,3,73,42,30,16,10,6,7,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,16,104919,5,D,Leonardo Mayer,R,188,ARG,27.7,28.0,1299,105668,0,D,Jerzy Janowicz,R,203,POL,24.0,42.0,915,4-6 6-1 7-6(3),3,R16,126.0,13,3,102,59,47,23,15,4,5,9,2,88,58,39,19,14,2,4,3,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,17,104180,0,D,Gilles Muller,L,193,LUX,31.7,45.0,890,104871,7,D,Jeremy Chardy,R,188,FRA,28.0,31.0,1195,2-6 7-6(1) 6-4,3,R16,114.0,15,1,98,63,48,18,15,6,8,19,4,80,51,40,21,15,5,6,3,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,18,106071,0,D,Bernard Tomic,R,193,AUS,22.2,71.0,692,104259,3,D,Philipp Kohlschreiber,R,178,GER,31.0,24.0,1415,6-3 6-4,3,R16,60.0,8,1,57,38,31,12,10,2,2,4,0,43,27,21,11,9,2,4,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,19,104678,0,Q,Viktor Troicki,R,193,SRB,28.9,92.0,564,104665,0,D,Pablo Andujar,R,180,ESP,29.0,40.0,950,4-6 6-3 6-3,3,R16,115.0,13,1,79,46,36,17,14,3,6,1,5,91,59,36,16,14,5,10,3,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,20,104620,0,D,Simone Bolelli,R,183,ITA,29.3,51.0,827,105676,2,D,David Goffin,R,163,BEL,24.0,22.0,1669,6-3 6-3,3,R16,66.0,5,2,56,36,28,12,9,2,2,3,5,49,26,18,9,9,3,6,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,21,105062,0,Q,Mikhail Kukushkin,R,183,KAZ,27.0,66.0,705,105223,0,WC,Juan Martin Del Potro,R,198,ARG,26.0,60.0,135,7-6(5) 7-6(3),3,QF,116.0,3,1,78,49,37,23,12,0,0,13,0,72,52,43,12,12,0,0,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,22,104919,5,D,Leonardo Mayer,R,188,ARG,27.7,28.0,1299,103898,4,D,Julien Benneteau,R,185,FRA,33.0,27.0,1345,6-3 7-6(4),3,QF,90.0,12,3,71,49,41,12,11,4,4,2,2,62,46,32,10,10,0,1,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,23,104180,0,D,Gilles Muller,L,193,LUX,31.7,45.0,890,106071,0,D,Bernard Tomic,R,193,AUS,22.0,71.0,692,7-6(3) 7-6(13),3,QF,103.0,25,0,83,66,57,11,12,2,2,15,1,87,66,52,15,12,3,3,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,24,104678,0,Q,Viktor Troicki,R,193,SRB,28.9,92.0,564,104620,0,D,Simone Bolelli,R,183,ITA,29.0,51.0,827,6-3 3-6 7-5,3,QF,128.0,16,0,82,55,47,13,15,1,3,2,3,118,83,53,19,15,11,14,3,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,25,105062,0,Q,Mikhail Kukushkin,R,183,KAZ,27.0,66.0,705,104919,5,D,Leonardo Mayer,R,188,ARG,28.0,28.0,1299,6-4 6-4,3,SF,102.0,4,2,75,32,27,23,10,11,11,8,3,71,46,33,11,10,4,6,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,26,104678,0,Q,Viktor Troicki,R,193,SRB,28.9,92.0,564,104180,0,D,Gilles Muller,L,193,LUX,32.0,45.0,890,6-2 6-4,3,SF,64.0,13,1,52,33,27,11,9,0,0,9,2,51,29,19,13,9,4,7,2,January,1
2015-338,Sydney,Hard,28,A,2015-01-11,27,104678,0,Q,Viktor Troicki,R,193,SRB,28.9,92.0,564,105062,0,Q,Mikhail Kukushkin,R,183,KAZ,27.0,66.0,705,6-2 6-3,3,F,64.0,13,2,46,31,27,7,9,1,2,1,0,51,29,18,7,8,1,5,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,1,105030,0,WC,Michael Venus,R,188,NZL,27.2,36.0,95,105292,0,Q,Alejandro Gonzalez,R,188,COL,26.0,109.0,507,5-7 6-3 7-6(7),3,R32,125.0,18,5,110,52,43,32,17,8,11,6,1,94,56,46,19,16,2,5,3,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,2,105077,0,D,Albert Ramos,L,188,ESP,27.0,61.0,755,103893,0,D,Paolo Lorenzi,R,183,ITA,33.0,60.0,759,6-4 6-3,3,R32,81.0,2,0,55,34,26,14,9,1,1,6,1,55,36,23,12,10,1,4,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,3,104229,9,D,Yen Hsun Lu,R,180,TPE,31.4,46.0,888,104338,0,D,Juan Monaco,R,185,ARG,31.0,59.0,770,6-4 2-6 6-1,3,R32,104.0,2,1,82,47,32,17,13,5,9,2,0,80,57,35,9,12,6,11,3,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,4,105173,0,D,Adrian Mannarino,L,183,FRA,26.5,44.0,913,105643,0,D,Federico Delbonis,L,190,ARG,24.0,57.0,775,6-1 6-1,3,R32,53.0,3,1,37,23,17,8,7,0,1,2,1,40,24,8,5,7,3,9,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,5,104268,0,LL,Alejandro Falla,L,185,COL,31.2,112.0,496,104907,0,WC,Jose Rubin Statham,R,183,NZL,28.0,60.0,53,6-4 6-4,3,R32,74.0,2,1,58,36,27,9,10,1,3,1,2,57,39,21,11,10,3,7,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,6,104932,0,Q,Kenny De Schepper,L,203,FRA,27.6,101.0,540,105053,6,D,Santiago Giraldo,R,188,COL,27.0,32.0,1175,6-2 6-3,3,R32,78.0,4,0,64,46,28,12,9,7,8,0,3,59,39,23,6,8,6,10,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,7,105449,8,D,Steve Johnson,R,188,USA,25.1,39.0,968,105311,0,D,Joao Sousa,R,188,POR,26.0,52.0,822,7-5 6-4,3,R32,89.0,7,2,64,35,27,17,11,1,2,6,1,85,57,39,10,11,4,7,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,8,105807,0,D,Pablo Carreno Busta,R,188,ESP,23.5,49.0,841,106432,0,WC,Borna Coric,R,188,CRO,18.0,90.0,577,6-4 6-3,3,R32,72.0,7,2,52,32,27,12,9,3,3,2,2,58,38,26,10,10,3,6,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,9,105526,0,D,Jan Lennard Struff,R,188,GER,24.7,54.0,789,106233,0,D,Dominic Thiem,R,188,AUT,21.0,37.0,977,6-7(6) 6-4 6-3,3,R32,118.0,14,1,95,63,50,18,15,3,4,10,2,102,56,41,26,16,3,7,3,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,10,106043,0,D,Diego Sebastian Schwartzman,R,188,ARG,22.4,58.0,775,104198,7,D,Guillermo Garcia Lopez,R,188,ESP,32.0,36.0,1020,6-2 4-6 6-1,3,R32,100.0,3,4,65,38,24,12,12,2,7,7,6,82,42,27,7,13,7,16,3,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,11,105385,0,D,Donald Young,L,183,USA,25.5,56.0,782,104424,0,Q,Go Soeda,R,178,JPN,30.0,95.0,559,6-7(2) 6-1 6-3,3,R32,97.0,9,2,79,48,40,19,14,0,0,4,1,86,42,30,26,14,8,12,3,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,12,106210,0,Q,Jiri Vesely,L,188,CZE,21.5,63.0,743,105064,0,D,Thomaz Bellucci,L,188,BRA,27.0,62.0,753,6-3 7-6(4),3,R32,95.0,10,2,71,43,37,17,11,6,6,7,0,62,38,31,12,10,1,2,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,13,106298,0,LL,Lucas Pouille,R,188,FRA,20.9,136.0,391,105030,0,WC,Michael Venus,R,188,NZL,27.0,60.0,95,7-5 6-4,3,R16,73.0,16,1,68,42,34,15,11,3,3,12,2,62,35,28,15,11,2,4,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,14,105077,0,D,Albert Ramos,L,188,ESP,27.0,61.0,755,104229,9,D,Yen Hsun Lu,R,180,TPE,31.0,46.0,888,6-2 6-4,3,R16,82.0,5,2,64,44,31,12,9,5,5,6,3,59,31,22,14,9,4,7,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,15,105173,0,D,Adrian Mannarino,L,183,FRA,26.5,44.0,913,105138,3,D,Roberto Bautista Agut,R,188,ESP,27.0,15.0,2110,6-2 2-1 RET,3,R16,40.0,2,0,24,10,9,11,5,0,0,1,2,35,23,12,5,6,3,6,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,16,104268,0,LL,Alejandro Falla,L,185,COL,31.2,112.0,496,104932,0,Q,Kenny De Schepper,L,203,FRA,28.0,101.0,540,6-2 6-4,3,R16,71.0,3,2,60,41,28,12,9,3,3,4,3,53,39,23,7,9,3,6,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,17,105449,8,D,Steve Johnson,R,188,USA,25.1,39.0,968,105807,0,D,Pablo Carreno Busta,R,188,ESP,24.0,49.0,841,6-7(3) 6-4 6-1,3,R16,117.0,15,1,93,57,45,23,14,6,6,9,1,98,64,39,21,15,6,10,3,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,18,104731,4,D,Kevin Anderson,R,203,RSA,28.7,16.0,2080,105526,0,D,Jan Lennard Struff,R,188,GER,25.0,54.0,789,7-6(6) 6-1,3,R16,90.0,8,3,73,49,36,14,10,4,5,10,0,63,32,23,14,9,3,6,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,19,105385,0,D,Donald Young,L,183,USA,25.5,56.0,782,106043,0,D,Diego Sebastian Schwartzman,R,188,ARG,22.0,58.0,775,2-6 6-4 6-1,3,R16,86.0,9,4,76,45,30,20,13,1,3,2,2,73,47,29,16,12,1,4,3,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,20,106210,0,Q,Jiri Vesely,L,188,CZE,21.5,63.0,743,105208,2,D,Ernests Gulbis,R,190,LAT,26.0,13.0,2455,6-2 3-6 6-1,3,R16,94.0,3,1,61,32,26,21,12,0,1,6,2,71,41,27,15,12,3,7,3,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,21,106298,0,LL,Lucas Pouille,R,188,FRA,20.9,136.0,391,105077,0,D,Albert Ramos,L,188,ESP,27.0,61.0,755,6-3 6-2,3,QF,63.0,5,0,55,35,25,15,9,3,3,0,3,44,26,17,7,8,1,4,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,22,105173,0,D,Adrian Mannarino,L,183,FRA,26.5,44.0,913,104268,0,LL,Alejandro Falla,L,185,COL,31.0,112.0,496,6-3 6-1,3,QF,56.0,4,5,44,26,21,9,8,2,3,1,1,43,27,14,4,8,5,10,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,23,104731,4,D,Kevin Anderson,R,203,RSA,28.7,16.0,2080,105449,8,D,Steve Johnson,R,188,USA,25.0,39.0,968,6-4 7-6(8),3,QF,97.0,14,2,61,38,34,15,11,1,2,10,2,90,60,42,16,11,7,9,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,24,106210,0,Q,Jiri Vesely,L,188,CZE,21.5,63.0,743,105385,0,D,Donald Young,L,183,USA,25.0,56.0,782,6-2 6-3,3,QF,61.0,9,1,44,31,25,9,8,3,3,2,5,54,31,20,9,9,5,9,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,25,105173,0,D,Adrian Mannarino,L,183,FRA,26.5,44.0,913,106298,0,LL,Lucas Pouille,R,188,FRA,21.0,136.0,391,6-4 3-6 7-5,3,SF,113.0,5,3,82,50,39,18,15,1,3,11,4,90,55,37,21,16,1,4,3,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,26,106210,0,Q,Jiri Vesely,L,188,CZE,21.5,63.0,743,104731,4,D,Kevin Anderson,R,203,RSA,29.0,16.0,2080,6-4 7-6(4),3,SF,89.0,12,2,60,43,36,11,11,0,1,10,1,66,40,29,16,11,0,2,2,January,1
2015-301,Auckland,Hard,28,A,2015-01-12,27,106210,0,Q,Jiri Vesely,L,188,CZE,21.5,63.0,743,105173,0,D,Adrian Mannarino,L,183,FRA,27.0,44.0,913,6-3 6-2,3,F,67.0,11,2,48,31,24,10,9,2,3,1,4,48,28,17,7,8,3,7,2,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,1,104925,1,D,Novak Djokovic,R,188,SRB,27.7,1.0,11405,105379,0,Q,Aljaz Bedene,R,181,GBR,26.0,116.0,487,6-3 6-2 6-4,5,R128,109.0,8,3,79,52,44,17,14,3,3,12,3,89,53,35,17,13,4,8,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,2,105723,0,D,Andrey Kuznetsov,R,185,RUS,23.9,88.0,595,105077,0,D,Albert Ramos,L,188,ESP,27.0,61.0,780,6-1 3-6 6-3 7-6(3),5,R128,152.0,8,3,128,80,59,28,19,6,8,1,2,107,78,55,13,18,3,7,4,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,3,104424,0,D,Go Soeda,R,178,JPN,30.4,92.0,571,111200,0,Q,Elias Ymer,R,188,SWE,19.0,60.0,230,1-6 6-4 4-6 6-3 6-3,5,R128,207.0,5,4,142,79,53,33,22,9,14,5,6,155,87,61,30,23,6,12,5,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,4,104269,31,D,Fernando Verdasco,L,188,ESP,31.2,33.0,1135,104868,0,D,James Ward,R,190,GBR,28.0,103.0,539,2-6 6-0 7-6(6) 6-3,5,R128,162.0,13,6,123,82,63,15,17,6,9,6,4,121,75,49,18,18,8,14,4,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,5,104545,19,D,John Isner,R,206,USA,29.7,21.0,1685,104499,0,Q,Jimmy Wang,R,178,TPE,30.0,118.0,485,7-6(5) 6-4 6-4,5,R128,127.0,30,3,87,59,53,18,16,1,1,5,2,110,67,46,28,16,5,7,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,6,104890,0,D,Andreas Haider Maurer,R,190,AUT,27.8,79.0,651,106362,0,Q,Laurent Lokoli,U,188,FRA,20.0,60.0,191,6-4 7-5 4-6 6-3,5,R128,161.0,7,7,120,61,48,33,20,5,8,7,4,137,95,63,18,21,6,12,4,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,7,104180,0,D,Gilles Muller,L,193,LUX,31.7,42.0,964,105807,0,D,Pablo Carreno Busta,R,188,ESP,24.0,52.0,841,6-4 7-6(5) 7-6(3),5,R128,143.0,29,3,113,70,62,21,17,9,9,7,1,121,85,63,18,17,7,8,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,8,105138,13,D,Roberto Bautista Agut,R,188,ESP,26.8,16.0,2110,106233,0,D,Dominic Thiem,R,188,AUT,21.0,40.0,977,4-6 6-2 6-3 7-6(5),5,R128,179.0,9,6,164,121,80,23,20,20,22,13,6,135,66,50,30,19,5,9,4,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,9,103852,12,D,Feliciano Lopez,L,188,ESP,33.3,14.0,2130,106045,0,WC,Denis Kudla,R,180,USA,22.0,123.0,452,3-6 6-2 4-6 6-2 10-8,5,R128,194.0,26,6,150,86,69,33,26,4,8,12,8,180,110,71,38,27,15,22,5,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,10,105173,0,D,Adrian Mannarino,L,183,FRA,26.6,36.0,1043,105641,0,D,Blaz Rola,L,188,SLO,24.0,80.0,632,7-6(7) 6-3 6-2,5,R128,138.0,6,5,103,58,49,21,15,8,9,6,5,109,79,49,13,14,8,12,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,11,105668,0,D,Jerzy Janowicz,R,203,POL,24.2,44.0,925,105655,0,LL,Hiroki Moriya,R,188,JPN,24.0,146.0,366,7-6(5) 2-6 6-3 7-5,5,R128,176.0,25,13,134,84,59,22,21,5,11,3,6,142,82,51,28,20,9,15,4,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,12,104792,17,D,Gael Monfils,R,193,FRA,28.4,19.0,1770,106298,0,WC,Lucas Pouille,R,188,FRA,21.0,117.0,486,6-7(3) 3-6 6-4 6-1 6-4,5,R128,168.0,22,7,149,100,80,24,24,9,11,6,6,144,82,58,35,24,7,12,5,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,13,103794,0,D,Benjamin Becker,R,178,GER,33.6,41.0,973,103898,25,D,Julien Benneteau,R,185,FRA,33.0,25.0,1390,7-5 5-7 6-2 6-4,5,R128,164.0,17,2,119,70,53,33,21,3,5,14,1,117,74,54,24,21,3,8,4,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,14,103720,0,D,Lleyton Hewitt,R,180,AUS,33.9,87.0,595,105585,0,WC,Ze Zhang,R,188,CHN,25.0,187.0,271,6-3 1-6 6-0 6-4,5,R128,140.0,8,4,90,57,40,19,16,4,8,8,5,119,76,48,14,16,12,19,4,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,15,105385,0,D,Donald Young,L,183,USA,25.5,56.0,809,105047,0,Q,Tim Puetz,R,188,GER,27.0,183.0,275,6-4 4-6 6-3 6-2,5,R128,133.0,7,5,101,60,48,25,19,4,6,12,8,121,71,54,19,18,9,14,4,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,16,105683,8,D,Milos Raonic,R,196,CAN,24.1,8.0,4575,105011,0,Q,Illya Marchenko,R,185,UKR,27.0,144.0,375,7-6(3) 7-6(3) 6-3,5,R128,126.0,28,3,92,69,63,14,17,1,1,5,7,96,51,42,25,16,1,2,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,17,104527,4,D,Stanislas Wawrinka,R,183,SUI,29.8,4.0,5370,104947,0,D,Marsel Ilhan,R,190,TUR,28.0,100.0,553,6-1 6-4 6-2,5,R128,89.0,9,3,78,44,36,20,13,2,2,3,6,87,52,31,15,12,5,10,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,18,105657,0,Q,Marius Copil,R,193,ROU,24.3,36.0,254,104665,0,D,Pablo Andujar,R,180,ESP,29.0,43.0,950,6-2 6-2 7-5,5,R128,124.0,18,4,112,57,40,28,14,7,9,2,3,86,55,33,11,14,5,12,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,19,103813,0,D,Jarkko Nieminen,L,185,FIN,33.5,72.0,693,104979,0,D,Andrey Golubev,R,185,KAZ,27.0,73.0,691,6-1 6-2 7-6(6),5,R128,113.0,4,2,97,63,45,20,14,3,5,5,5,93,61,38,11,13,5,11,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,20,104897,0,Q,Matthias Bachinger,R,188,GER,27.8,142.0,378,104655,27,D,Pablo Cuevas,R,180,URU,29.0,29.0,1227,7-6(1) 6-3 6-1,5,R128,100.0,8,3,91,58,44,19,14,2,3,8,5,100,63,41,13,14,5,10,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,21,103893,0,D,Paolo Lorenzi,R,183,ITA,33.1,64.0,759,105238,21,D,Alexandr Dolgopolov,R,180,UKR,26.0,23.0,1455,6-4 6-3 6-2,5,R128,87.0,5,0,74,50,37,19,14,0,0,13,3,73,36,27,17,13,5,9,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,22,105577,0,D,Vasek Pospisil,R,193,CAN,24.6,60.0,785,105023,0,D,Sam Querrey,R,198,USA,27.0,35.0,1090,6-3 6-7(5) 2-6 6-4 6-4,5,R128,183.0,20,5,157,91,64,43,25,11,14,25,7,136,82,64,27,24,4,8,5,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,23,104198,0,D,Guillermo Garcia Lopez,R,188,ESP,31.6,37.0,1020,105376,0,D,Peter Gojowczyk,R,185,GER,26.0,96.0,559,6-7(1) 7-5 6-4 1-0 RET,5,R128,143.0,6,5,108,63,49,21,17,4,6,11,5,109,56,41,26,18,6,11,4,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,24,105292,0,D,Alejandro Gonzalez,R,188,COL,25.9,107.0,519,104926,16,D,Fabio Fognini,R,178,ITA,28.0,18.0,1790,4-6 6-2 6-3 6-4,5,R128,145.0,2,3,116,60,46,33,19,7,9,3,10,112,67,49,19,18,6,11,4,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,25,103970,9,D,David Ferrer,R,175,ESP,32.8,10.0,4145,105064,0,D,Thomaz Bellucci,L,188,BRA,27.0,65.0,753,6-7(2) 6-2 6-0 6-3,5,R128,145.0,5,5,97,61,49,22,17,3,4,4,4,117,62,34,29,18,2,10,4,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,26,104660,0,D,Sergiy Stakhovsky,R,193,UKR,29.0,71.0,699,105583,0,D,Dusan Lajovic,R,180,SRB,25.0,68.0,711,6-3 4-6 6-4 6-7(3) 6-4,5,R128,211.0,14,6,178,103,79,36,25,13,16,4,0,171,107,72,34,26,9,15,5,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,27,104719,0,D,Marcel Granollers,R,190,ESP,28.8,58.0,790,103565,0,D,Stephane Robert,R,185,FRA,35.0,132.0,421,6-3 6-4 6-4,5,R128,124.0,10,3,92,55,41,18,15,9,11,7,6,92,47,30,23,14,8,13,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,28,104468,18,D,Gilles Simon,R,183,FRA,30.1,20.0,1730,104898,0,D,Robin Haase,R,190,NED,28.0,83.0,620,6-1 6-3 6-4,5,R128,83.0,5,2,64,35,30,20,13,2,3,10,3,76,45,31,8,13,2,8,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,29,105053,30,D,Santiago Giraldo,R,188,COL,27.1,32.0,1175,103401,0,Q,Jan Hernych,R,190,CZE,36.0,60.0,244,6-3 6-2 6-2,5,R128,87.0,5,2,72,53,43,11,13,2,3,4,1,69,44,23,10,12,6,12,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,30,105449,0,D,Steve Johnson,R,188,USA,25.1,38.0,993,106378,0,Q,Kyle Edmund,R,188,GBR,20.0,192.0,260,6-4 6-4 6-3,5,R128,110.0,17,4,92,58,45,20,14,1,1,5,4,105,58,35,27,15,6,10,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,31,104471,0,D,Ivan Dodig,R,183,CRO,30.0,86.0,610,105154,0,D,Joao Souza,R,193,BRA,27.0,115.0,488,6-4 7-5 6-4,5,R128,172.0,10,7,111,73,52,17,16,9,12,7,5,123,72,46,22,16,5,11,3,January,1
2015-580,Australian Open,Hard,128,G,2015-01-19,32,105453,5,D,Kei Nishikori,R,178,JPN,25.1,5.0,5025,104597,0,D,Nicolas Almagro,R,183,ESP,29.0,69.0,700,6-4 7-6(1) 6-2,5,R128,127.0,11,1,94,58,43,19,15,7,10,15,6,118,72,46,18,15,11,17,3,January,1
